Timestamp,gender,age,siblings,studentType,university/campus,future_ambition,maths,English,Science,Languages_Sinhala_Tamil,ICT_isStudied,aL_Stream,Combined_mathematics,Physics,Chemistry,information_technology,Biology,Agricultural_science,Languages,Engineering_Technology,Bio_System_Technology,Educational_Medium,sport_ university?,sport_school,likeToCode,Currently_staying_at,attendance_for_lectures,health,range_of_online_courses,Overall,degree_programme
2/2/2020 22:42,Female,Under 18,One,Full time student,University of Colombo,Database Administrator,A,A,A,A,No,Commerce,,,,B,,,,,,Sinhala,Football,Football,No,Home,4,Good,Not done,4,Data Science
2/2/2020 22:44,Male,Between 18 to 25,Two,Full time student,IIT,System Engineer,A,A,B,C,Yes,Haven't done A/L. Did the Foundation after O/L.,None,None,None,None,None,None,None,None,None,Sinhala,Swimming,"Swimming, Rugby",Yes,Home,5,Excellent,"Udemy, Coursera, You tube channels, hacker rank, Datacamp, FreeCodeCamp, EDX, Microsft Learn, Unity Learn, etc......",5,Software Enginnering
2/2/2020 22:47,Female,Under 18,None,Full time student,University of Peradeniya,Biochemist,A,A,A,A,No,Biological Science,,C,B,,B,,,,,Sinhala,Swimming,Swimming,No,Home,4,Excellent,Not done,,Biological Sciences
2/2/2020 22:49,Male,Between 18 to 25,Three,Full time student,University of Sri Jayawardenapura,Doctor - any section,A,A,A,A,No,Biological Science,,C,B,,B,,,,,Sinhala,None,None,No,Home,3,Very good,Not done,2,Biological Sciences
2/2/2020 22:51,Male,Between 18 to 25,One,scholarship,IIT,System Engineer,A,A,A,A,Yes,Mathematics/ Physical Science,C,S,S,A,None,None,None,None,None,Sinhala,None,None,Yes,Home,3,Very good,"Udemy, Coursera, You tube channels, Datacamp",3,Software Enginnering
2/2/2020 22:52,Female,Between 18 to 25,None,Part time student,NSBM,Health Educator,A,B,A,A,No,Technology stream,,,,,,,,B,B,Sinhala,Chess,Chess,No,Home,2,Very good,Not done,5,Biological Sciences
2/2/2020 23:02,Female,Between 18 to 25,Two,Full time student,IIT,Software Engineer,A,A,A,A,Yes,Mathematics/ Physical Science,C,C,C,,,,,,,Sinhala,Badminton,Table Tennis ,Yes,Home,5,Very good,"Udemy, Coursera, hacker rank, Cybrary.it",5,Software Enginnering
2/2/2020 23:07,Male,Above 25,Two,Full time student,University of Moratuwa,Data Engineer,A,B,A,B,No,Mathematics/ Physical Science,A,A,B,,,,,,,Sinhala,Karate ,Chess,Yes,Hostel,3,Good,"Udemy, You tube channels, hacker rank",5,Informatin Technology
2/2/2020 23:08,Male,Between 18 to 25,One,Part time student,IIT,"Architect, Mobile Security Engineer",B,A,B,C,Yes,Mathematics/ Physical Science,C,C,C,A,None,None,None,None,None,Engllish,None,"Swimming, Chess",No,Home,5,Very good,"Udemy, Coursera",4,Computer Science
2/2/2020 23:13,Male,Above 25,One,Part time student,NSBM,Business Analyst,C,A,C,B,Yes,Arts,,,,,,,,A,,Sinhala,Badminton,Football,Yes,Home,3,Good,Cybrary.it,3,Information Systems Engineering
2/2/2020 23:17,Male,Between 18 to 25,One,Full time student,IIT,Mobile Application Developer,A,C,A,C,Yes,Mathematics/ Physical Science,C,C,C,,,,,,,Sinhala,None,"Cricket, Athletic",Yes,Home,5,Very good,"Udemy, You tube channels",4,Software Enginnering
2/2/2020 23:20,Male,Between 18 to 25,Two,Full time student,IIT,Software Engineer,A,A,A,A,Yes,Mathematics/ Physical Science,F,S,None,C,None,None,None,None,None,Sinhala,None,"Swimming, Cricket",Yes,Home,4,Very good,Sanfoundary,4,Software Enginnering
2/2/2020 23:32,Male,Between 18 to 25,One,Full time student,University of Moratuwa,Software Engineer,A,A,A,A,No,Mathematics/ Physical Science,B,A,B,,,,,,,Sinhala,Badminton,None,Yes,Hostel,4,Very good,"Udemy, You tube channels, hacker rank",5,Software Enginnering
2/2/2020 23:47,Female,Between 18 to 25,Two,Full time student,Open University,Bio- Science Teacher,A,C,A,B,Yes,Biological Science,,,,,,,,,,Sinhala,None,None,No,Home,3,Poor,You tube channels,2,Biological Sciences
2/2/2020 23:49,Prefer not to say,Above 25,One,Part time student,University of Kelaniya,Software Engineer,B,B,C,A,No,Arts,,,,,,,,,,Sinhala,None,Chess,Yes,Home,2,Very good,Not done,3,Software Enginnering
2/2/2020 23:53,Male,Under 18,None,Full time student,IIT,IT Consultant,C,A,A,B,Yes,No AL,,,,,,,,,,Engllish,None,Athletics,Yes,Home,4,Very good,You tube channels,3,Computer Science
3/2/2020 0:16,Male,Between 18 to 25,One,Full time student,IIT,Computer Game Developer,A,A,A,A,Yes,Mathematics/ Physical Science,C,S,S,,,,,,,Sinhala,None,athletics,Yes,Home,4,Good,You tube channels,4,Computer Science
3/2/2020 0:30,Female,Between 18 to 25,One,Full time student,IIT,Software Engineer,B,A,B,A,No,Mathematics/ Physical Science,C,C,S,,,,,,,Sinhala,Carrom,Squash,Yes,Home,5,Excellent,You tube channels,4,Software Enginnering
3/2/2020 6:49,Male,Between 18 to 25,Two,Full time student,IIT,Mobile Application Developer,S,B,C,S,Yes,did not do,None,None,None,None,None,None,None,None,None,Engllish,None,None,Yes,Home,4,Very good,javatpoint,3,Computer Science
3/2/2020 7:17,Male,Between 18 to 25,One,Full time student,IIT,Business Analyst,A,B,None,None,Yes,"Accounting, Economics, Business Studies, Pure Mathematics, Computer Science and Physics",,A,,A,,,,,,Engllish,None,"Football, Basketball, Table Tennis",Yes,Home,3,Fair,"Udemy, You tube channels",3,Business Information System
3/2/2020 8:14,Male,Between 18 to 25,Two,Full time student,IIT,Data Science Generalist,A,A,B,A,No,Biological Science,,S,C,,B,,,,,Engllish,Badminton,Badminton,Yes,Home,4,Very good,W3 schools,3,Software Enginnering
3/2/2020 8:14,Male,Between 18 to 25,Two,Full time student,IIT,Data Science Generalist,A,A,B,A,No,Biological Science,,S,C,,B,,,,,Engllish,Badminton,Badminton,Yes,Home,4,Very good,W3 schools,3,Software Enginnering
3/2/2020 8:54,Female,Between 18 to 25,None,Full time student,IIT,Software Engineer,A,A,A,A,Yes,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,Swimming,Swimming,Yes,Hostel,5,Very good,"Udemy, Coursera, You tube channels, hacker rank",4,Software Enginnering
3/2/2020 9:36,Male,Between 18 to 25,Two,Part time student,IIT,Software Engineer,C,A,C,S,Yes,Commerce,None,None,None,None,None,None,None,None,None,Engllish,Football,"Football, Cricket",Yes,Home,3,Excellent,"Udemy, Not done, You tube channels",3,Software Enginnering
3/2/2020 10:02,Male,Between 18 to 25,One,Full time student,IIT,Business Analyst,A,A,A,C,Yes,Commerce,,,,,,,,,,Engllish,None,Cricket,No,Home,4,Very good,"Udemy, Coursera, You tube channels",3,Information Systems Engineering
3/2/2020 10:26,Male,Between 18 to 25,Two,Full time student,IIT,Business Analyst,B,A,B,B,Yes,Mathematics/ Physical Science,S,S,S,A,,,,,,Engllish,Swimming,,Yes,Home,3,Good,"Udemy, Coursera, You tube channels, Datacamp",4,Software Enginnering
3/2/2020 10:37,Male,Between 18 to 25,One,scholarship,IIT,Software Engineer,A,A,A,A,No,Mathematics/ Physical Science,A,B,B,,,,,,,Sinhala,Cricket,"Chess, Cricket",Yes,Home,4,Very good,"Udemy, You tube channels, hacker rank",4,Software Enginnering
3/2/2020 10:45,Female,Between 18 to 25,One,scholarship,IIT,Software Engineer,A,B,A,A,No,Mathematics/ Physical Science,S,S,,B,,,,,,Sinhala,None,Chess,Yes,Home,4,Very good,"Udemy, Coursera, You tube channels, Datacamp",4,Software Enginnering
3/2/2020 11:05,Male,Between 18 to 25,One,Part time student,IIT,System Engineer,A,A,A,A,Yes,Mathematics/ Physical Science,S,C,C,,,,,,,Sinhala,None,Chess,Yes,Hostel,5,Good,"Udemy, You tube channels, hacker rank",4,Software Enginnering
3/2/2020 11:31,Male,Between 18 to 25,One,Full time student,IIT,Business Analyst,A,A,A,B,Yes,Mathematics/ Physical Science,C,S,S,A,,,,,,Engllish,Basketball,,Yes,Home,4,Good,"Udemy, You tube channels, hacker rank",4,Software Enginnering
3/2/2020 11:36,Male,Between 18 to 25,One,Full time student,IIT,Software Engineer,C,A,C,A,Yes,Mathematics/ Physical Science,,,,,,,,,,Engllish,Swimming,Swimming,No,Home,3,Excellent,You tube channels,2,Software Enginnering
3/2/2020 12:32,Male,Between 18 to 25,Two,Full time student,IIT,Business Analyst,C,A,A,B,No,Biological Science,,S,S,,S,,,,,Tamil,None,None,Yes,Home,5,Good,,4,Business information systems 
3/2/2020 12:46,Male,Between 18 to 25,Two,Full time student,University of Kelaniya,Banker,A,A,A,A,No,Mathematics/ Physical Science,C,C,C,,,,,,,Sinhala,None,None,Yes,Bording,5,Good,"Not done, You tube channels",3,Physical Science
3/2/2020 13:02,Female,Between 18 to 25,Two,Full time student,IIT,Software Engineer,A,A,A,A,Yes,Biological Science,,S,C,,C,,,,,Tamil,None,"Badminton, Cricket",Yes,Hostel,5,Good,You tube channels,3,Software Enginnering
3/2/2020 13:25,Male,Between 18 to 25,One,Full time student,IIT,Software Engineer,A,A,B,A,No,Mathematics/ Physical Science,C,C,C,,,,,,,Sinhala,"Swimming, Badminton","Swimming, Chess, Badminton",Yes,Home,5,Very good,"Udemy, You tube channels",5,Software Enginnering
3/2/2020 13:58,Female,Between 18 to 25,None,Full time student,IIT,Project Manager,C,C,None,None,Yes,Commerce,,,,,,,,,,Engllish,"Badminton, None",Badminton,Yes,Home,5,Good,,5,Business information system
3/2/2020 15:56,Male,Between 18 to 25,One,Full time student,IIT,UI/UX Engineer,A,A,A,A,Yes,Mathematics/ Physical Science,A,A,A,A,A,A,A,A,A,Engllish,"Swimming, Football, Chess, Badminton, Cricket","Swimming, Football, Chess, Badminton, Cricket",Yes,Home,5,Excellent,You tube channels,5,Computer Science
3/2/2020 16:01,Female,Between 18 to 25,One,scholarship,IIT,Software Engineer,B,A,C,A,No,Mathematics/ Physical Science,C,C,S,,,,,,,Engllish,None,Netball,Yes,Home,5,Good,Udemy,3,Software Enginnering
3/2/2020 18:03,Female,Between 18 to 25,One,Full time student,IIT,Business Analyst,A,A,C,A,Yes,Mathematics/ Physical Science,C,S,S,,,,,,,Sinhala,None,None,Yes,Home,5,Good,,3,Software Enginnering
3/2/2020 19:20,Female,Between 18 to 25,Three,Part time student,IIT,Computer Game Developer,A,A,A,A,Yes,Mathematics/ Physical Science,A,C,C,,,,,,,Sinhala,None,Netball,Yes,Home,5,Fair,"Udemy, You tube channels, hacker rank, Cybrary.it",4,Software Enginnering
3/2/2020 19:41,Male,Between 18 to 25,None,Full time student,IIT,Software Engineer,A,B,B,A,No,Mathematics/ Physical Science,F,F,F,,,,C,,,Tamil,Chess,Chess,Yes,Boarding ,5,Excellent,You tube channels,5,Software Enginnering
3/2/2020 19:49,Female,Between 18 to 25,One,Full time student,NSBM,Financial Manager,C,C,C,A,Yes,Commerce,B,,,,,,,,,Sinhala,netball / vallyball ,Cricket,Yes,boad house,5,Excellent,Not done,5,Accounting & Finance
3/2/2020 20:55,Female,Between 18 to 25,One,Full time student,IIT,Software Engineer,A,A,A,A,Yes,Biological Science,,,,,,,,,,Engllish,,None,Yes,Home,5,Good,"Coursera, You tube channels",3,Software Enginnering
4/2/2020 0:00,Male,Between 18 to 25,Two,Full time student,IIT,Security Consultant,A,B,B,A,Yes,Mathematics/ Physical Science,C,S,,B,,,,,,Sinhala,Badminton,Boxing and Wushu,Yes,Home,5,Very good,"Udemy, Coursera",3,Software Enginnering
4/2/2020 0:08,Male,Between 18 to 25,One,Full time student,IIT,Software Engineer,A,B,A,B,No,Mathematics/ Physical Science,,,S,,,,,,,Sinhala,None,Cricket,Yes,,4,Good,,4,Software Enginnering
4/2/2020 0:30,Male,Between 18 to 25,5,Full time student,IIT,Security Analyst,A,A,B,A,Yes,Mathematics/ Physical Science,F,F,F,,,,,,,Engllish,Rugby,Rugby,Yes,Home,5,Excellent,"You tube channels, Datacamp",5,Software Enginnering
4/2/2020 9:56,Prefer not to say,Under 18,One,Full time student,IIT,Software Engineer,B,A,C,A,Yes,Foundation in IIT,,,,,,,,,,Engllish,None,Swimming,Yes,Home,5,Very good,"Coursera, You tube channels",5,Software Enginnering
4/2/2020 10:44,Male,Between 18 to 25,One,Full time student,IIT,Software Engineer,C,B,B,B,Yes,Mathematics/ Physical Science,F,C,S,,,,,,,Sinhala,None,None,Yes,Hostel,4,Very good,Coursera,3,Software Enginnering
4/2/2020 15:24,Male,Between 18 to 25,One,Full time student,IIT,Software Engineer,A,A,A,A,Yes,Biological Science,,C,C,,S,,,,,Sinhala,Chess,Chess,Yes,Hostel,3,Good,,3,Software Enginnering
4/2/2020 15:28,Male,Between 18 to 25,Two,Full time student,IIT,Software Engineer,A,A,A,A,No,Mathematics/ Physical Science,C,S,S,,,,,,,Engllish,None,"Swimming, Cricket",Yes,Home,3,Good,"Udemy, Coursera, You tube channels",2,Computer Science
4/2/2020 21:01,Male,Between 18 to 25,One,Full time student,IIT,Assistant Manager/ Manager - Supply Chain,B,B,A,A,Yes,Biological Science,,S,S,,S,,,,,Sinhala,Chess,Chess,Yes,Home,5,Very good,You tube channels,4,Business Management
4/2/2020 22:32,Male,Between 18 to 25,One,Part time student,NSBM,UI/UX Engineer,A,A,B,A,No,Mathematics/ Physical Science,S,S,S,,,,,,,Sinhala,None,table tenis,Yes,Home,3,Good,"Udemy, You tube channels, Datacamp",2,Computer Science
5/2/2020 2:21,Female,Between 18 to 25,Two,Part time student,SLIIT,Civil Enginner,A,A,A,A,No,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,None,None,No,Home,4,Very good,Not done,4,Civil Engineering
5/2/2020 2:23,Female,Between 18 to 25,One,Full time student,IIT,UI/UX Engineer,B,A,A,A,No,Arts,,,,B,,,C,,,Tamil,Chess,Chess,No,Hostel,3,Excellent,"Udemy, Coursera",3,Computer Science
5/2/2020 2:24,Male,Above 25,One,Full time student,University of Colombo,Researcher,A,A,A,A,No,Mathematics/ Physical Science,B,A,A,,,,,,,Sinhala,None,Cricket,No,Hostel,3,Good,Not done,2,Physical Science
5/2/2020 2:25,Female,Between 18 to 25,Three,Full time student,University of Moratuwa,UI/UX Engineer,C,A,A,A,No,Mathematics/ Physical Science,S,C,C,,,,,,,Sinhala,"Football, Chess",Chess,No,Home,2,Very good,Not done,4,Architecture
5/2/2020 2:26,Female,Between 18 to 25,Three,Full time student,Open University,Project Manager,B,B,B,A,No,Biological Science,,C,B,,B,,,,,Sinhala,None,None,No,Home,4,Very good,Not done,4,Information Systems Engineering
5/2/2020 4:00,Male,Under 18,None,Full time student,SLIIT,System Engineer,B,B,B,A,No,Technology stream,,,,A,,,,B,,Sinhala,Swimming,Swimming,Yes,Home,3,Very good,Not done,3,Information Systems Engineering
5/2/2020 4:01,Female,Between 18 to 25,One,Full time student,General Sir John Kotelawala Defence University,Clinical Research Coordinator,A,A,A,A,No,Biological Science,,C,C,,B,,,,,Tamil,None,None,No,Home,2,Fair,Not done,4,Bio System Engineering
5/2/2020 4:03,Male,Between 18 to 25,Three,Full time student,SLTC,Transportation Engineer,A,A,A,A,No,Mathematics/ Physical Science,C,B,C,,,,,,,Sinhala,None,Cricket,No,Hostel,3,Good,Not done,3,Civil Engineering
5/2/2020 4:04,Male,Between 18 to 25,None,Full time student,University of Colombo,Physics / Mathematics Teacher,A,A,A,B,No,Mathematics/ Physical Science,B,B,C,,,,,,,Engllish,Badminton,"Badminton, Cricket",No,Home,3,Good,You tube channels,3,Physical Science
5/2/2020 4:06,Male,Between 18 to 25,One,Full time student,NSBM,Human Resources Manager,A,A,A,A,No,Commerce,,,,None,,,,,,Engllish,None,Swimming,No,Home,2,Very good,Not done,4,Human Capital Management
5/2/2020 4:07,Male,Under 18,None,Full time student,NIBM,Business Analyst,A,A,A,A,No,Arts,,,,,,,B,,,Sinhala,None,None,No,Home,3,Good,You tube channels,3,Interactive Media
5/2/2020 4:08,Female,Under 18,None,scholarship,NIBM,Human Resources Manager,B,B,B,A,No,Biological Science,,C,C,,C,,,,,Engllish,None,None,No,Home,3,Very good,Not done,4,Marketing Management
5/2/2020 4:09,Female,Above 25,None,Full time student,ESOFT,Software Engineer,A,A,B,A,Yes,Mathematics/ Physical Science,C,S,S,,,,,,,Sinhala,None,"Swimming, Badminton",No,Hostel,2,Good,"Udemy, Coursera, You tube channels",3,Computer Science
5/2/2020 4:10,Female,Between 18 to 25,None,scholarship,General Sir John Kotelawala Defence University,Pharmaceutical / Medical Product Sales Representative,A,A,A,A,No,Biological Science,,C,C,,B,,,,,Sinhala,None,"Badminton, Netball",No,Hostel,4,Good,Not done,4,Biotechnology
5/2/2020 4:11,Male,Above 25,One,Full time student,General Sir John Kotelawala Defence University,Laboratory Technician,A,A,A,A,No,Biological Science,,C,B,,B,,,,,Engllish,None,None,No,Home,4,Excellent,Not done,5,Biological Sciences
5/2/2020 4:12,Male,Between 18 to 25,None,Part time student,SLIIT,Executive - Supply  Chain,A,A,A,B,No,Commerce,,,,C,,,,,,Tamil,None,None,No,Home,2,Very good,"You tube channels, Datacamp",4,Logistics & Supply Chain Management
5/2/2020 4:14,Male,Under 18,Three,Part time student,SLIIT,Computer Game Developer,A,B,A,A,Yes,Mathematics/ Physical Science,C,B,S,,,,,,,Sinhala,None,"Badminton, Kabadi",No,Home,3,Good,"Udemy, Coursera, Datacamp",4,Computer Science
5/2/2020 4:15,Female,Above 25,Two,Full time student,SLTC,Environmental engineer,C,A,A,B,Yes,Biological Science,None,None,None,None,None,None,None,None,None,Engllish,Chess,Chess,Yes,Hostel,3,Good,Not done,3,Agricultural Technology
5/2/2020 4:16,Female,Between 18 to 25,None,Full time student,University of Kelaniya,Data Engineer,A,A,A,A,Yes,Mathematics/ Physical Science,B,B,C,,,,,,,Engllish,None,None,Yes,Hostel,2,Very good,Not done,4,Computer Science
5/2/2020 4:17,Female,Under 18,One,Part time student,NSBM,"Architect, Mobile Security Engineer",A,A,A,B,Yes,Mathematics/ Physical Science,C,B,C,,,,,,,Sinhala,None,None,Yes,Home,4,Good,"hacker rank, Datacamp",3,Computer Science
5/2/2020 8:39,Male,Between 18 to 25,Two,Full time student,IIT,UI/UX Engineer,A,A,A,A,No,Mathematics/ Physical Science,S,C,C,,,,,,,Sinhala,Chess,"Chess, Athletics",Yes,Home,5,Very good,"Udemy, Coursera, You tube channels",4,Software Enginnering
5/2/2020 9:37,Female,Between 18 to 25,One,Full time student,IIT,UI/UX Engineer,A,A,B,A,Yes,Mathematics/ Physical Science,F,S,,C,,,,,,Sinhala,None,Swimming,Yes,Home,5,Excellent,"Udemy, You tube channels",5,Computer Science
5/2/2020 11:08,Female,Between 18 to 25,None,Full time student,IIT,Quality Assurance Engineer,A,A,B,A,No,Commerce,,,,,,,,,,Sinhala,None,Badminton,Yes,Home,3,Fair,"Udemy, You tube channels",2,Software Enginnering
5/2/2020 11:23,Male,Between 18 to 25,One,Full time student,IIT,Machine Learning Engineer,A,A,B,A,Yes,Mathematics/ Physical Science,None,None,None,,,,,,,Sinhala,None,"Football, Chess",Yes,Home,3,Good,"Udemy, You tube channels",4,Software Enginnering
5/2/2020 11:41,Male,Under 18,Three,Full time student,IIT,Software Engineer,A,B,A,B,No,Mathematics/ Physical Science,A,A,F,None,None,None,None,None,None,Engllish,"Football, Badminton","Football, Chess",Yes,Home,5,Good,You tube channels,4,Software Enginnering
5/2/2020 13:25,Male,Between 18 to 25,None,Full time student,IIT,Software Engineer,A,A,A,A,Yes,Mathematics/ Physical Science,C,C,C,C,,,C,,,Engllish,Football,"Football, Basketball ",Yes,Hostel,4,Very good,"Udemy, Coursera, You tube channels",4,Software Enginnering
5/2/2020 21:13,Male,Between 18 to 25,One,Full time student,IIT,Software Engineer,A,A,A,A,Yes,Mathematics/ Physical Science,C,C,C,,,,,,,Engllish,Rugger,"Chess, Athletics and Rugger",No,Home,5,Excellent,"Udemy, You tube channels, W3 schools",5,Software Enginnering
6/2/2020 13:53,Male,Between 18 to 25,One,Full time student,IIT,Software Engineer,A,A,A,A,No,Mathematics/ Physical Science,B,B,C,,,,,,,Sinhala,Chess,Chess,Yes,Home,4,Excellent,"Udemy, You tube channels, hacker rank",4,Computer Science
7/2/2020 18:24,Female,Between 18 to 25,Two,Full time student,IIT,Mobile Application Developer,B,B,A,A,No,Biological Science,,S,S,,S,,,,,Sinhala,None,None,No,Home,5,Excellent,Udemy,4,Software Enginnering
7/2/2020 18:49,Female,Between 18 to 25,None,Full time student,IIT,UI/UX Engineer,A,A,B,A,Yes,Biological Science,,C,S,,S,,,,,Engllish,None,Badminton,Yes,Home,5,Good,Not done,5,Software Enginnering
7/2/2020 20:36,Male,Between 18 to 25,Two,Full time student,IIT,Data Analyst,A,B,S,S,No,Mathematics/ Physical Science,,,,S,,,,,,Engllish,None,Cricket,Yes,Home,3,Very good,"Udemy, You tube channels, Datacamp",3,Computer Science
8/2/2020 8:55,Male,Between 18 to 25,None,Full time student,IIT,Software Engineer,B,A,B,A,Yes,Mathematics/ Physical Science,F,S,,B,,,,,,Engllish,Rugby,Rugby,Yes,Home,5,Very good,,5,Software Enginnering
9/2/2020 10:43,Female,Between 18 to 25,One,Full time student,IIT,Business Analyst,C,B,C,A,Yes,Did not do A/Ls,,,,,,,,,,Engllish,Badminton,Badminton,Yes,Home,4,Very good,"Udemy, You tube channels",4,Foundation programme
10/2/2020 9:18,Female,Between 18 to 25,One,Full time student,IIT,Business Analyst,A,A,A,A,Yes,IIT Foundation,,,,,,,,,,Engllish,None,"Swimming, None",Yes,Home,4,Fair,Udemy,3,Information Systems Engineering
10/2/2020 12:00,Male,Between 18 to 25,4,Full time student,IIT,Mobile Application Developer,B,C,B,None,Yes,Technology stream,,,,,,,,,,Engllish,Cricket,Cricket,Yes,Home,5,Excellent,,5,Computer Science
11/2/2020 15:21,Male,Between 18 to 25,One,Full time student,IIT,UI/UX Engineer,A,A,A,A,Yes,Mathematics/ Physical Science,C,B,C,,,,,,,Sinhala,"Football, Badminton","Swimming, Badminton",Yes,Home,5,Very good,You tube channels,5,Software Enginnering
16/02/2020 15:15:51,Male,Above 25,Two,Full time student,University of Moratuwa,Physics / Mathematics Teacher,A,A,A,A,No,Mathematics/ Physical Science,B,B,A,,,,,,,Sinhala,"Chess, Cricket",Cricket,No,Hostel,4,Excellent,You tube channels,4,Physical Science
12/2/2020 8:37,Male,Between 18 to 25,One,Full time student,IIT,UI/UX Engineer,C,C,C,B,Yes,Mathematics/ Physical Science,F,F,,S,,,,,,Sinhala,None,None,Yes,borded,5,Excellent,Not done,5,Software Enginnering
16/02/2020 15:25:32,Female,Under 18,Two,Full time student,SLIIT,Website Designer,A,A,A,A,No,Mathematics/ Physical Science,C,B,B,,,,,,,Engllish,Chess,Chess,Yes,Home,3,Very good,"Udemy, Coursera",4,Computer Science
16/02/2020 15:26:31,Male,Under 18,None,Full time student,University of Kelaniya,IT Consultant,A,A,A,A,Yes,Mathematics/ Physical Science,B,B,B,A,,,,,,Engllish,None,Swimming,No,Home,4,Good,"Udemy, Coursera",3,Informatin Technology
16/02/2020 15:28:02,Male,Above 25,Two,Full time student,SLIIT,Security Analyst,A,A,B,A,No,Mathematics/ Physical Science,C,B,B,B,,,,,,Sinhala,None,None,Yes,Home,5,Excellent,"Udemy, Coursera, You tube channels",4,Cyber Security
16/02/2020 15:29:02,Female,Above 25,Three,Full time student,NSBM,"Architect, Mobile Security Engineer",A,A,A,A,Yes,Biological Science,,C,B,,B,,,,,Engllish,None,Chess,Yes,Home,3,Very good,Coursera,4,Computer Science
16/02/2020 15:29:56,Male,Under 18,One,Part time student,SLIIT,Mobile Application Developer,B,A,A,A,Yes,Mathematics/ Physical Science,B,B,A,,,,,,,Engllish,Chess,Chess,Yes,Home,4,Excellent,Coursera,4,Computer Science
16/02/2020 15:30:55,Female,Under 18,One,Part time student,NSBM,Quality Assurance Engineer,B,B,B,A,No,Mathematics/ Physical Science,C,B,B,,,,,,,Engllish,Badminton,Badminton,No,Home,4,Very good,Coursera,4,Computer Science
16/02/2020 15:32:00,Female,Under 18,One,Full time student,SLIIT,Website Designer,A,A,A,A,Yes,Mathematics/ Physical Science,B,A,A,,,,,,,Engllish,Chess,Football,Yes,Home,4,Excellent,"Udemy, You tube channels",4,Computer Science
16/02/2020 15:33:13,Female,Above 25,One,Full time student,SLIIT,Database Administrator,B,A,A,A,Yes,Biological Science,,C,B,,A,,,,,Sinhala,Badminton,Badminton,Yes,Home,4,Excellent,Udemy,4,Computer Systems & Networks Engineering
16/02/2020 15:33:54,Female,Under 18,One,scholarship,SLIIT,"Architect, Mobile Security Engineer",A,A,A,A,Yes,Mathematics/ Physical Science,C,B,B,,,,,,,Engllish,Swimming,Swimming,Yes,Home,4,Excellent,Coursera,3,Computer Science
16/02/2020 15:34:46,Female,Under 18,One,Full time student,SLIIT,UI/UX Engineer,B,A,B,A,No,Arts,,,,B,,,C,,,Engllish,Football,Football,No,Home,4,Very good,"Udemy, Coursera",4,Computer Science
16/02/2020 15:35:35,Female,Under 18,One,Part time student,NSBM,UI/UX Engineer,B,A,C,A,No,Technology stream,,,,A,,,,B,,Engllish,Swimming,None,No,Home,4,Excellent,"Udemy, You tube channels",5,Computer Science
16/02/2020 15:36:33,Male,Above 25,One,Full time student,SLIIT,Business Analyst,C,A,A,A,No,Commerce,,,,B,,,,,,Sinhala,None,Cricket,No,Home,4,Very good,Datacamp,4,Business Management
16/02/2020 15:43:32,Female,Between 18 to 25,Two,Full time student,General Sir John Kotelawala Defence University,Clinical Research Coordinator,A,A,A,A,No,Biological Science,None,B,B,,A,,,,,Engllish,None,None,No,Hostel,4,Very good,,3,Bio System Engineering
16/02/2020 15:45:50,Female,Above 25,One,scholarship,General Sir John Kotelawala Defence University,Laboratory Technician,A,A,A,A,No,Biological Science,,B,A,,A,,,,,Engllish,Badminton,None,No,Hostel,4,Excellent,Datacamp,4,Medical Laboratory Science
16/02/2020 15:47:11,Female,Above 25,One,scholarship,General Sir John Kotelawala Defence University,Biochemist,B,A,A,A,No,Biological Science,,C,B,,B,,None,,,Tamil,None,Swimming,No,Hostel,4,Excellent,"You tube channels, Datacamp",4,Bio System Engineering
16/02/2020 15:48:09,Female,Above 25,One,Full time student,General Sir John Kotelawala Defence University,Clinical Research Coordinator,A,A,A,C,No,Biological Science,,C,B,,B,,,,,Engllish,Chess,Chess,No,Hostel,4,Very good,"You tube channels, Datacamp",5,Medical Laboratory Sciences
16/02/2020 15:49:07,Female,Between 18 to 25,Three,scholarship,General Sir John Kotelawala Defence University,Laboratory Technician,B,A,A,A,No,Biological Science,,C,B,,A,,,,,Sinhala,Swimming,None,No,Hostel,4,Very good,Not done,4,Medical Laboratory Sciences
16/02/2020 16:07:48,Male,Under 18,Two,Full time student,SLIIT,"Architect, Mobile Security Engineer",B,A,A,A,No,Mathematics/ Physical Science,C,B,B,,,,,,,Engllish,Swimming,Swimming,No,Home,3,Very good,Not done,4,Software Enginnering
16/02/2020 16:16:20,Male,Under 18,Two,Full time student,SLIIT,Project Manager,B,A,A,A,No,Commerce,,,,,,,,,,Sinhala,Badminton,Badminton,No,Home,4,Good,Coursera,4,Marketing Management
16/02/2020 16:26:46,Female,Under 18,One,Full time student,SLIIT,Financial Manager,A,B,A,B,No,Commerce,,,,B,,,,,,Sinhala,None,None,No,Home,4,Very good,Not done,4,Accounting & Finance
16/02/2020 16:34:31,Female,Under 18,Two,Full time student,SLIIT,Executive - Supply  Chain,B,A,B,B,No,Commerce,,,,B,,,None,,,Engllish,Chess,Chess,No,Home,3,Very good,Udemy,4,Logistics & Supply Chain Management
16/02/2020 16:36:20,Female,Above 25,One,Full time student,SLIIT,Purchasing Officer,A,B,B,B,No,Commerce,,,,C,,,,,,Sinhala,None,None,No,Home,4,Very good,Not done,4,Logistics & Supply Chain Management
